review_id,product_id,customer_id,order_id,rating,review_title,review_text,review_date,verified_purchase,helpful_count
49,243.0,664,3523,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-01-21,True,21
50,374.0,795,6545,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-05-30,True,28
51,481.0,991,389,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2025-01-10,True,36
52,400.0,324,6351,5,Not bad,This is a sample review text for the product. Rating: 5/5,2023-06-08,True,47
53,111.0,1376,7681,1,Just okay,This is a sample review text for the product. Rating: 1/5,2024-02-25,True,44
54,243.0,1265,5255,3,Highly recommend,This is a sample review text for the product. Rating: 3/5,2024-05-31,True,49
55,91.0,1445,1216,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-06-11,True,45
56,350.0,1219,3508,2,Excellent quality,This is a sample review text for the product. Rating: 2/5,2023-06-26,True,17
57,235.0,1989,7426,3,Great product!,This is a sample review text for the product. Rating: 3/5,2023-11-26,True,24
58,288.0,212,3378,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2023-06-22,True,2
59,280.0,1991,7661,3,Amazing purchase,This is a sample review text for the product. Rating: 3/5,2023-05-08,True,38
60,148.0,1544,5659,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-09-08,True,3
61,419.0,1735,3399,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-04-19,True,18
62,339.0,538,1206,3,Waste of money,This is a sample review text for the product. Rating: 3/5,2024-04-07,True,2
63,106.0,879,2933,5,Amazing purchase,This is a sample review text for the product. Rating: 5/5,2024-07-31,True,20
64,355.0,1222,3706,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-11-13,True,47
65,223.0,192,4902,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2024-12-16,True,4
66,443.0,1126,6018,4,Great product!,This is a sample review text for the product. Rating: 4/5,2024-01-25,True,3
67,132.0,944,6122,3,Amazing purchase,This is a sample review text for the product. Rating: 3/5,2024-06-30,True,26
68,312.0,1007,2785,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2024-06-11,True,24
69,125.0,943,5879,3,Not bad,This is a sample review text for the product. Rating: 3/5,2023-11-19,True,43
70,111.0,467,553,3,Highly recommend,This is a sample review text for the product. Rating: 3/5,2024-02-29,True,42
71,70.0,678,1698,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-05-17,True,45
72,435.0,360,607,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-11-19,True,42
73,124.0,1677,4016,5,Love it!,This is a sample review text for the product. Rating: 5/5,2024-09-10,True,22
74,20.0,1328,2715,1,Brilliant!,This is a sample review text for the product. Rating: 1/5,2023-01-31,True,0
75,448.0,581,2761,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-06-01,True,13
76,307.0,1186,556,4,Excellent quality,This is a sample review text for the product. Rating: 4/5,2023-05-04,True,43
77,295.0,1441,4137,3,Waste of money,This is a sample review text for the product. Rating: 3/5,2024-11-15,True,31
78,390.0,1445,7405,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2024-02-01,True,14
79,443.0,1560,6702,3,Disappointed,This is a sample review text for the product. Rating: 3/5,2024-11-03,True,29
80,328.0,1918,2277,4,Great product!,This is a sample review text for the product. Rating: 4/5,2024-04-10,True,17
81,101.0,1055,3847,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2024-01-22,True,8
82,311.0,104,923,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-07-18,True,10
83,410.0,365,7003,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2024-10-12,True,20
84,332.0,928,6530,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2024-08-19,True,14
85,208.0,1620,2607,5,Just okay,This is a sample review text for the product. Rating: 5/5,2023-03-29,True,22
86,324.0,936,5032,1,Perfect!,This is a sample review text for the product. Rating: 1/5,2023-08-23,True,48
87,372.0,1196,112,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2024-04-23,True,46
88,170.0,434,5580,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-12-20,True,10
89,130.0,1313,6121,1,Disappointed,This is a sample review text for the product. Rating: 1/5,2024-03-12,True,10
90,427.0,1708,7237,5,Love it!,This is a sample review text for the product. Rating: 5/5,2023-02-09,True,29
91,157.0,547,7809,3,Disappointed,This is a sample review text for the product. Rating: 3/5,2024-07-10,True,32
92,200.0,1511,6761,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-03-25,True,25
93,43.0,931,314,2,Brilliant!,This is a sample review text for the product. Rating: 2/5,2025-01-04,True,11
94,390.0,965,3674,2,Terrible quality,This is a sample review text for the product. Rating: 2/5,2023-05-08,True,3
95,257.0,1324,7565,2,Amazing purchase,This is a sample review text for the product. Rating: 2/5,2023-07-29,True,41
96,348.0,769,6974,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-06-08,True,10
97,49.0,446,3923,5,Not bad,This is a sample review text for the product. Rating: 5/5,2024-03-20,True,9
98,169.0,225,2650,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-04-10,True,23
99,23.0,1055,5112,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-07-08,True,7
100,421.0,1309,162,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-12-16,True,49
101,349.0,222,1769,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-02-24,True,44
102,444.0,64,592,2,Highly recommend,This is a sample review text for the product. Rating: 2/5,2023-07-19,True,47
103,39.0,1633,340,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2024-10-29,True,30
104,452.0,1529,3328,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2024-06-07,True,14
105,175.0,1635,7974,2,Exceeded expectations,This is a sample review text for the product. Rating: 2/5,2023-10-26,True,23
106,222.0,1724,6449,2,Perfect!,This is a sample review text for the product. Rating: 2/5,2025-01-14,True,22
107,411.0,971,7169,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-03-25,True,23
108,125.0,943,5879,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2023-11-05,True,15
109,430.0,114,7867,2,Good value for money,This is a sample review text for the product. Rating: 2/5,2024-01-05,True,14
110,446.0,289,4009,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-03-26,True,42
111,484.0,1603,1857,3,Highly recommend,This is a sample review text for the product. Rating: 3/5,2023-07-25,True,15
112,391.0,329,5906,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2023-09-30,True,22
113,180.0,1046,3338,2,Great product!,This is a sample review text for the product. Rating: 2/5,2023-04-28,True,34
114,279.0,528,6301,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2023-01-29,True,29
115,308.0,1808,5470,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2023-11-09,True,1
116,61.0,268,6368,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-12-11,True,49
117,72.0,1881,2333,1,Exceeded expectations,This is a sample review text for the product. Rating: 1/5,2023-05-25,True,43
118,390.0,903,1915,4,Not bad,This is a sample review text for the product. Rating: 4/5,2024-07-24,True,23
119,263.0,192,4902,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2024-12-10,True,42
120,63.0,1758,7452,2,Waste of money,This is a sample review text for the product. Rating: 2/5,2024-06-05,True,18
121,88.0,820,7324,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-02-12,True,47
122,447.0,215,7152,2,Terrible quality,This is a sample review text for the product. Rating: 2/5,2024-04-20,True,32
123,211.0,370,6047,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2023-02-06,True,47
124,379.0,1677,1159,5,Great product!,This is a sample review text for the product. Rating: 5/5,2024-12-30,True,21
125,316.0,1980,129,3,Perfect!,This is a sample review text for the product. Rating: 3/5,2024-11-23,True,11
126,142.0,843,593,2,Just okay,This is a sample review text for the product. Rating: 2/5,2024-01-21,True,18
127,334.0,627,1333,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-05-04,True,28
128,424.0,1801,7072,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2023-04-01,True,45
129,280.0,298,4339,5,Love it!,This is a sample review text for the product. Rating: 5/5,2024-05-26,True,42
130,468.0,519,2588,1,Terrible quality,This is a sample review text for the product. Rating: 1/5,2023-10-18,True,10
131,449.0,49,296,1,Terrible quality,This is a sample review text for the product. Rating: 1/5,2023-12-05,True,16
132,384.0,1648,3474,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-07-06,True,37
133,478.0,1680,5340,5,Just okay,This is a sample review text for the product. Rating: 5/5,2023-10-18,True,31
134,115.0,1290,6787,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2024-10-28,True,0
135,173.0,22,881,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2024-03-22,True,0
136,224.0,929,1974,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2024-06-16,True,23
137,478.0,621,980,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2023-11-30,True,36
138,222.0,1777,4392,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2023-07-19,True,40
139,417.0,1763,245,4,Great product!,This is a sample review text for the product. Rating: 4/5,2024-09-10,True,9
140,215.0,16,5395,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2023-08-21,True,24
141,54.0,254,1786,5,Waste of money,This is a sample review text for the product. Rating: 5/5,2023-11-30,True,15
142,242.0,1927,4150,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2024-09-22,True,1
143,5.0,1389,1547,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2024-10-10,True,23
144,458.0,692,6849,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2023-06-10,True,9
145,64.0,887,4722,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-01-04,True,13
146,115.0,1543,2501,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-01-13,True,7
147,174.0,1896,4201,5,Could be better,This is a sample review text for the product. Rating: 5/5,2023-11-11,True,5
148,306.0,1088,6595,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-05-10,True,14
149,332.0,1621,6080,2,Love it!,This is a sample review text for the product. Rating: 2/5,2023-05-04,True,32
150,198.0,630,1368,2,Amazing purchase,This is a sample review text for the product. Rating: 2/5,2024-01-03,True,46
151,26.0,986,7311,5,Great product!,This is a sample review text for the product. Rating: 5/5,2024-05-20,True,25
152,152.0,1228,5857,4,Great product!,This is a sample review text for the product. Rating: 4/5,2023-09-09,True,2
153,259.0,1794,2413,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2024-02-06,True,7
154,496.0,1406,1970,1,Just okay,This is a sample review text for the product. Rating: 1/5,2024-09-02,True,18
155,79.0,1542,2680,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2023-11-22,True,23
156,216.0,1275,5902,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-11-22,True,5
157,243.0,425,6666,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-11-05,True,40
158,242.0,1902,1980,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2024-01-25,True,5
159,241.0,113,7136,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-12-30,True,49
160,255.0,829,3833,5,Great product!,This is a sample review text for the product. Rating: 5/5,2024-09-03,True,9
161,144.0,1806,189,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2023-11-16,True,22
162,345.0,1651,2738,3,Exceeded expectations,This is a sample review text for the product. Rating: 3/5,2024-06-20,True,49
163,23.0,1691,1900,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-09-26,True,13
164,124.0,1676,6907,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-04-24,True,0
165,325.0,1912,1602,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-07-18,True,28
166,164.0,1865,6651,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-12-24,True,42
167,493.0,1659,6348,2,Highly recommend,This is a sample review text for the product. Rating: 2/5,2024-02-26,True,23
168,300.0,1065,7256,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-11-08,True,10
169,474.0,252,7126,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-12-30,True,1
170,153.0,17,594,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2024-09-30,True,19
171,332.0,139,1917,5,Not bad,This is a sample review text for the product. Rating: 5/5,2023-10-14,True,33
172,218.0,351,5039,5,Amazing purchase,This is a sample review text for the product. Rating: 5/5,2023-08-23,True,12
173,410.0,796,6342,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2024-07-31,True,2
174,378.0,1282,2841,4,Love it!,This is a sample review text for the product. Rating: 4/5,2023-03-17,True,36
175,325.0,1615,1045,2,Could be better,This is a sample review text for the product. Rating: 2/5,2024-08-07,True,48
176,445.0,783,3438,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2023-10-11,True,26
177,481.0,991,389,4,Highly recommend,This is a sample review text for the product. Rating: 4/5,2025-01-16,True,38
178,239.0,244,4030,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2023-10-13,True,49
179,157.0,285,7363,2,Highly recommend,This is a sample review text for the product. Rating: 2/5,2023-10-08,True,12
180,329.0,746,4925,5,Not bad,This is a sample review text for the product. Rating: 5/5,2024-09-14,True,3
181,256.0,884,1449,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2023-03-09,True,23
182,178.0,1873,7375,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2023-09-12,True,1
183,341.0,1457,2685,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-08-18,True,47
184,249.0,1394,4813,1,Brilliant!,This is a sample review text for the product. Rating: 1/5,2024-12-03,True,4
185,44.0,656,3445,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-10-22,True,36
186,364.0,38,6238,2,Exceeded expectations,This is a sample review text for the product. Rating: 2/5,2023-03-13,True,32
187,288.0,827,6532,5,Not bad,This is a sample review text for the product. Rating: 5/5,2024-10-07,True,11
188,154.0,1761,2322,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-09-19,True,33
189,419.0,728,4897,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2024-05-13,True,14
190,272.0,1867,3238,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-10-12,True,50
191,477.0,1620,2607,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-03-10,True,32
192,159.0,1377,1171,4,Brilliant!,This is a sample review text for the product. Rating: 4/5,2025-01-03,True,43
193,444.0,1283,4480,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-03-08,True,15
194,290.0,969,1276,5,Could be better,This is a sample review text for the product. Rating: 5/5,2023-03-22,True,16
195,384.0,733,199,5,Good value for money,This is a sample review text for the product. Rating: 5/5,2023-04-19,True,13
196,134.0,1702,1156,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2024-12-26,True,18
197,338.0,392,3564,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2023-09-29,True,39
198,140.0,1152,5544,5,Not bad,This is a sample review text for the product. Rating: 5/5,2024-07-06,True,38
199,287.0,719,3246,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-07-29,True,50
200,173.0,831,5635,2,Terrible quality,This is a sample review text for the product. Rating: 2/5,2023-05-12,True,31
201,67.0,1295,3753,2,Love it!,This is a sample review text for the product. Rating: 2/5,2024-02-12,True,47
202,173.0,396,1238,3,Good value for money,This is a sample review text for the product. Rating: 3/5,2024-11-24,True,6
203,307.0,210,5240,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-10-02,True,33
204,142.0,1096,6453,5,Could be better,This is a sample review text for the product. Rating: 5/5,2024-04-02,True,11
205,99.0,481,4450,5,Could be better,This is a sample review text for the product. Rating: 5/5,2024-02-13,True,43
206,377.0,956,763,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2023-05-18,True,47
207,199.0,107,855,3,Not bad,This is a sample review text for the product. Rating: 3/5,2023-06-23,True,26
208,475.0,1343,5314,5,Just okay,This is a sample review text for the product. Rating: 5/5,2024-11-20,True,0
209,330.0,1825,3860,3,Great product!,This is a sample review text for the product. Rating: 3/5,2023-07-17,True,16
210,171.0,478,5552,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-04-29,True,3
211,288.0,1668,164,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2023-02-11,True,10
212,60.0,381,7616,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2024-05-27,True,32
213,483.0,422,1519,3,Perfect!,This is a sample review text for the product. Rating: 3/5,2023-08-25,True,42
214,268.0,1751,1516,3,Terrible quality,This is a sample review text for the product. Rating: 3/5,2024-07-30,True,26
215,86.0,1746,6212,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2024-04-20,True,10
216,117.0,1913,267,5,Just okay,This is a sample review text for the product. Rating: 5/5,2025-01-07,True,43
217,235.0,504,7860,2,Disappointed,This is a sample review text for the product. Rating: 2/5,2023-07-29,True,15
218,342.0,964,6456,3,Not bad,This is a sample review text for the product. Rating: 3/5,2024-02-17,True,29
219,401.0,153,3215,3,Amazing purchase,This is a sample review text for the product. Rating: 3/5,2024-01-17,True,9
220,432.0,1897,4969,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2024-06-05,True,40
221,80.0,1692,5071,5,Could be better,This is a sample review text for the product. Rating: 5/5,2024-09-09,True,31
222,475.0,1388,3001,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2024-04-14,True,5
223,493.0,1938,7033,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2023-07-13,True,38
224,125.0,1392,7388,5,Exceeded expectations,This is a sample review text for the product. Rating: 5/5,2023-09-05,True,8
225,456.0,676,1425,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-07-25,True,10
226,6.0,859,5851,5,Excellent quality,This is a sample review text for the product. Rating: 5/5,2024-08-21,True,28
227,425.0,175,985,3,Highly recommend,This is a sample review text for the product. Rating: 3/5,2023-02-09,True,8
228,454.0,1678,160,3,Brilliant!,This is a sample review text for the product. Rating: 3/5,2024-07-27,True,15
229,11.0,176,3979,4,Waste of money,This is a sample review text for the product. Rating: 4/5,2023-09-07,True,39
230,168.0,341,6850,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2024-10-15,True,24
231,280.0,1991,7661,1,Terrible quality,This is a sample review text for the product. Rating: 1/5,2023-05-17,True,13
232,141.0,1618,4738,3,Great product!,This is a sample review text for the product. Rating: 3/5,2024-08-08,True,23
233,108.0,910,1193,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2023-10-15,True,14
234,404.0,1646,690,5,Not bad,This is a sample review text for the product. Rating: 5/5,2023-04-27,True,33
235,37.0,206,2808,5,Brilliant!,This is a sample review text for the product. Rating: 5/5,2023-12-27,True,48
236,14.0,260,4840,4,Exceeded expectations,This is a sample review text for the product. Rating: 4/5,2024-05-01,True,37
237,300.0,722,5451,2,Love it!,This is a sample review text for the product. Rating: 2/5,2024-03-18,True,0
238,456.0,1010,4675,2,Just okay,This is a sample review text for the product. Rating: 2/5,2024-07-15,True,21
239,196.0,126,7268,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2024-04-17,True,43
240,324.0,494,6776,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2024-03-19,True,29
241,227.0,1834,2534,4,Disappointed,This is a sample review text for the product. Rating: 4/5,2024-12-10,True,9
242,79.0,872,5334,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2023-09-07,True,36
243,260.0,252,1972,2,Brilliant!,This is a sample review text for the product. Rating: 2/5,2023-12-13,True,28
244,81.0,1789,6629,3,Love it!,This is a sample review text for the product. Rating: 3/5,2024-10-06,True,9
245,91.0,1299,3904,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2024-11-06,True,31
246,313.0,1954,3239,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2024-10-07,True,36
247,267.0,675,7276,4,Love it!,This is a sample review text for the product. Rating: 4/5,2025-01-16,True,0
248,496.0,1560,4242,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-08-15,True,28
249,391.0,930,7510,5,Perfect!,This is a sample review text for the product. Rating: 5/5,2024-01-07,True,22
250,195.0,166,3291,4,Perfect!,This is a sample review text for the product. Rating: 4/5,2024-03-13,True,0
251,252.0,1946,2635,4,Not bad,This is a sample review text for the product. Rating: 4/5,2023-12-08,True,10
252,57.0,195,5308,2,Disappointed,This is a sample review text for the product. Rating: 2/5,2023-06-10,True,12
253,98.0,1752,4127,2,Not bad,This is a sample review text for the product. Rating: 2/5,2025-01-20,True,28
254,201.0,305,7605,3,Excellent quality,This is a sample review text for the product. Rating: 3/5,2023-04-04,True,11
255,57.0,570,183,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2023-07-16,True,27
256,380.0,1615,5638,2,Love it!,This is a sample review text for the product. Rating: 2/5,2024-05-26,True,38
257,496.0,1954,5523,1,Highly recommend,This is a sample review text for the product. Rating: 1/5,2024-12-29,True,24
258,33.0,689,4573,5,Terrible quality,This is a sample review text for the product. Rating: 5/5,2024-11-29,True,7
259,175.0,818,4478,5,Disappointed,This is a sample review text for the product. Rating: 5/5,2024-02-18,True,32
260,86.0,1843,3812,2,Brilliant!,This is a sample review text for the product. Rating: 2/5,2023-07-12,True,19
261,49.0,1838,7663,5,Could be better,This is a sample review text for the product. Rating: 5/5,2024-09-09,True,42
262,96.0,665,4804,5,Could be better,This is a sample review text for the product. Rating: 5/5,2023-11-29,True,42
263,338.0,784,4284,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-08-07,True,41
264,221.0,1957,7933,4,Love it!,This is a sample review text for the product. Rating: 4/5,2024-02-01,True,41
265,144.0,1405,1081,5,Love it!,This is a sample review text for the product. Rating: 5/5,2024-08-06,True,40
266,380.0,1441,6116,4,Terrible quality,This is a sample review text for the product. Rating: 4/5,2023-06-17,True,25
267,380.0,439,3966,4,Good value for money,This is a sample review text for the product. Rating: 4/5,2023-06-08,True,37
268,476.0,1433,7001,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2023-11-03,True,6
269,232.0,1790,1892,4,Amazing purchase,This is a sample review text for the product. Rating: 4/5,2024-07-14,True,27
270,44.0,161,4286,4,Just okay,This is a sample review text for the product. Rating: 4/5,2023-10-26,True,47
271,402.0,1485,1038,3,Great product!,This is a sample review text for the product. Rating: 3/5,2024-04-09,True,37
272,302.0,397,3448,3,Great product!,This is a sample review text for the product. Rating: 3/5,2023-10-12,True,7
273,80.0,107,7662,5,Highly recommend,This is a sample review text for the product. Rating: 5/5,2024-04-29,True,45
274,156.0,1760,4095,5,Great product!,This is a sample review text for the product. Rating: 5/5,2024-10-27,True,32
